record_id,given_name,family_name,DOB,sex,phone_number,household_street_address,household_zip,parent_given_name,parent_family_name,parent_email
19438924,KATIE SHAUNTA,MCCRAW,2013-09-13,F,3037909507,53346 SOUTH SMITH STATION DRIVE,80433-5002,MICHELLE HIOLAIR,MCMURRAY,RESCUE@PAWSITIVITYRESCUE.ORG
19438492,MONICAURRACA,CAMPOS,2011-08-06,F,3038352405,389 W MAPLEWOOD LN,80124-9419,EMILIA,CAMPOS,MUREUM09@NAVER.COM
19438882,ASH RAKEL,HU,2014-06-22,F,3038285194,16 FORTNIGHT DR,80022-8740,FNU,LINDER,UFFICIO.STAMPS2@VENETOAGRICOLTARA.ORG
19438708,YVETTE NELL,BARRON JUAREZ,2013-12-01,F,3036838389,5811 S JERICHO WAY,,MARY BA,BARRON JUAREZ,ITS.BABS@GMAIL.COM
19439644,SYDNEY CASSANDRA,EYCHNER,2006-12-25,F,,14003     TEJON CT,80234,MELANIE JOH,EYCHNER,ITALIAN.FARMSTEAD@BLOGSPOT.COM
19441098,SPENCER ALBAN,YALE,2009-02-02,M,,1 BLUE WILLOW,80127-3557,KAYLA MADGE,YALE,BIZ@FAZECLAN.NET
19439632,ELISSA ASHLEIGH,FORBES,2011-11-12,F,3036042028,8155 SUNDOWN LN,-80221,MEAGAN ////////// MI,FORBES,VYBZKING947@GMAIL.COM
19439108,GUNTHER LEE,THOMPSON,2005-04-24,M,3037665552,9900 E MEXICO AVE APT 811,80247-6246,FNU BRIANNA,THOMPSON-LAKE,NOELEN@AYANAMAGAZINE.COM
19441773,SARAH REANNA,SUBLETT,2010-09-17,F,,3335 S VERBENA CT,80231-4521,KEELEY KALEY,GROOVER,K.GROOVER@LEESCHOOLS.NET
19439169,JESUS MANUEL,CORDOVA,2001-06-07,M,3034652495,225 N RAVEN PL,80223-3718,LANCE JOSE,LOPEZ CORDOVA,LANCECORDOVA@DOMMELINX.COM
19440681,TAYLOR MARITA,NISS,2009-01-30,F,3034282045,12756 W DAKOTA AVE,80228-2542,JENNIFER GIESELA,NISS,JENNIFER.HEMMINGS@OTTAWA.EDU
19442529,SONIA GARBINE,RUIZ,2009-08-27,F,,22027 E ROWLAND DR,80016-6191,LAURA PALOMA,TALAMANTES,SAMANTHA.MA@FLAMEARTH.COM
19436375,ANGELO ARRIGO,DELATORRES-VIGIL,2009-10-21,M,3036608256,459 EUDORA ST,80220-5126,JAMES PLACIDO,DELATORRES,1LIVEFROMTHAMUDD@GMAIL.COM
19443765,REGGIE LARRY,WILLIAMS,2010-11-25,M,7205836377,794 S LINCOLN ST,80209-4024,SILVER KITTY,RICHARD,DERRY@SILVERHATCHSPORTS.COM
19442400,JESSE DALON,LAFFERTY,2013-03-22,M,3037380405,20853 E 44TH AVE,80249-6945,OSSIAN DEVINE,LAFFERTY,DRAMSDEN@INTERCOASTALREALTY.COM
19441569,BENJAMIN MILES,LEPPER,2010-01-03,M,3038400604,4652 IRAN ST,80249-7318,CLIFFORD MICHAEL,LEPPER,MATTHEW.CLIFFORD@RBC.COM
19442550,MICHAEL OMAR,DIAZ,2014-12-04,M,3038412139,343 3RD AVE,80544-5007,LUISA EMMA,DIAZ,INSTA@ARISSA.COM
19443849,TRIPP TOMAS,GORDON,2012-11-11,M,,6314 W 98TH DR,80021-5443,SEAN ARLO,GORDON,ARL.GORDON@DIERENNOORDOOST.COM
19443852,JOHN RAMSAY,DUNCAN,2011-04-17,M,3038430962,3884 PARFET ST,80033-3914,MARLEY PAYTON,BOWERY,EEBAILEY@IU.EDU
19441791,OLIVIA GRETTA,HOLT,2014-03-21,F,3036883930,3040 S JASMINE ST,80222-7017,TOMMY TERENCE,HOLT,DFT@BOLTONSCHOOL.ORG
19436387,KONNER PETER,ELLEFSON,2012-03-14,M,3036792914,7906 CLARKSON CT,80229-5915,ASHLEY MNU,HART-ELLEFSON,GODDESSVIRGIN@YAHOO.COM
19442946,DAVID IKER,DE LA ROSA MARTINEZ,2010-12-06,M,,35 HARLAN ST,80226-2212,JERONIMO/GERONIMO BENJAMIN,FLORES,
19438012,DELAINEY REENIE,BACON-HARROW,2011-06-15,F,3038050062,10831 HALLEYS WAY,80015-4273,F.N.U.,BACON,PATTYLIKESHERBACON@GMAIL.COM
19440513,NICOLETTE SARAH,SEIFERT,2009-05-27,F,,2968 E 109TH AVE,80233-5476,TRAUTE ANNA,SEIFERT,PODCAST@GAMEINFORMER.COM
19442133,AMANDA LUYEN,NGUYEN,2010-05-02,F,3036608300,18115 E CALEY CIR,80016-1175,THUY TIET,NGUYEN,
19439213,SOLOMON,BROWN,2008-11-23,M,3037749657,312 W 75TH ST,80136,JOSEPH GEZIM,BROWN BROWN,THETABLEMGMT@GMAIL.COM
19443054,RAFAEL RICARDO,ORONA,2009-01-25,M,,19435 E MANN CREEK DR APT F,80134-4897,SARA ELIZABETH,ORONA,KARA@KARAYOUNG.COM
19443726,VICTORIA FELICITY,MARBOIS,2013-11-26,F,3034472924,2750 MOORHEAD AVE APT 207,80305-3352,DAMON WINTON,MARBOIS,FB@BENJAMIN.COM
19443246,JOAQUIN YAIN,SANCHEZ,2010-06-09,M,3035546362,5336 S JELLISON ST,80123-2186,GUIDO ROSENDO,SANCHEZ,AMBERAMIDALA@LOVERANCH.NET
19441323,LEIGH MEG,CHAPMAN,2013-01-23,F,7207085511,964 S JAMAICA ST,80012-3109,TRINA LESLEY,CHAPMAN,ALARIANL@ALJAZEERA.NET
19438586,LILLIAN CORY,MCCARTHY,2014-02-09,UN,3037973442,3818 E   EASTER DR,80122-2213,TAMARA MOYNA,HARRISON,TM.MCACARTHY@GMAIL.COM
19438656,KATE ZAIRA,RONAN,2012-11-07,F,3037776799,1245 E 100TH LANE,80023-4636,GENNADIY -,RONAN,GAR.INSPIRED@YAHOO.COM
19442604,ANGIE GUADALUPE,VALDEZ,2014-07-08,F,3034248184,11640 LINCOLN ST,80233-2008,BRENN SEIREADAN,VALDEZ,BRENDA.VALDES@CIDE.EDU
19438676,EVAN JEFF,MOSES,2010-04-21,M,3038530045,456 S IRONTON ST APT 322,,CHRISTOPHER JOSELF,MOSES,FRENTEESKORPION97@GMAIL.COM
19438894,CHRISTIN,XOING,2011-09-09,F,3039337273,38 S  YORK PL,80204-1027,DONHO,XIONG,KINGSLAYERESPORTSGG@GMAIL.COM
19442613,SERGIO LUIS FILIPE,SIMENTAL,2009-08-14,M,3037362605,7850 WOLFF CT,80030-4441,ELVIRA YAIMA,SIMENTAL,SIMENTAL.YAIMA155@BASEMENTAL.COM
19439242,SCARLETT JASMINE,GRINDELSPALLING-SIMS,2015-03-18,F,3038280279,12790 ESPERA WAY,80134-6660,CHRIS BURGESS,GRINDELSPALLING-SIMS,ITSJTHIN@GMAIL.COM
19438314,DOMINIQUE F </T,HILL,2013-07-31,F,3034433441,10982 STEELE ST.,80233-4659,CHERYL ABIGAIL,HILL,HILL336@GMAIL.COM
19442148,LANA THUY,NGUYEN,2014-12-13,F,7203442646,6101 W 95TH AVE,80031-2811,THUONG AN,NGUYEN,
19437722,BRANDON ADAN,MONTOYA,2009-07-12,M,7207469565,3986 BLACK FEATHER TRAIL,80602-9189,KAYLENE REGIN,MONTOYA,K.R.MONTOYA@OUTLOOK.COM
19439103,ATHENA REMI,HENRY,2008-01-28,F,3039326217,10162 W BURGUNDY DR,80127-2576,MAUREEN MAUREEN WERONIKA,HENRY,MWHENRY@HOTMAIL.COM
19437716,BABY GIRL,HERNANDEZ-MARQUEZ,2011-02-10,F,3036934518,2343 W. HARMNY PARK DR.,80234-2776,BETO,MARQUEZ,DGM@WFPK.ORG
19440807,MICHAEL DORIAN,PATTERSON,2012-08-10,M,3033886003,5700 E MEXICO AVE,80224-2143,JERRARD EBENEZER,PATTERSON,FM.JERRY@SPORTSMATTERS.COM
19437838,BERDIE ASHLEY,RAMIREZ-VELASQUEZ,2012-12-02,F,3033337436,29054 MANGY MOOSE TRL,80470-8836,GRACELYN REGINA,RAMIREZ-VELAS,PINEYGIRL@GMAIL.COM
19439549,NIALL GREGORY,MCCULLOUGH,2010-01-14,M,3035953116,827 MAIN ST,80138-7145,DIEM,MCCULLOUGH,JAYDNFFC@GMAIL
19439178,JAVIER ANTHONY,ALVAREZGERRITSEN,2005-07-06,M,3038626344,12439 JOSEPHINE ST,80241-2744,CIERA JULIANA,MARTINEZ-ALVAREZ,
19439438,EMILY PEYTON,DYRDAL,2013-04-28,F,3034666516,1360 ELIZABETH ST,80206-2309,MICHAEL DANE,DYRDAL,DYRDAL@GMAIL.COM
19438144,MOLLY ASHLEY,DUNN,2014-08-31,F,3034608718,5481 SPUR CROSS TRL,80305-7206,BRIAN JORDAN-DANIEL,UNKNOWN,DUNN_FORWORK@GMAIL.COM
19441533,AURORA OLIVIA,RANDALL,2010-12-18,F,3039549007,7079 W 84TH WAY APT 312,80003-1509,BRET ALTON,RANDALL,CONTACT@LINDAOBELLA.COM
19441158,JUSTIN IRVING,HOLDER,2013-01-10,M,7203480373,8655 W FAIRVIEW AVE,80128-5229,MARTIN ROYLE,HOLDER,CMARTIN@KUOW.ORG
19443363,KILEY NAZARET,MALDONADO,2013-11-01,F,3034523157,2340 SOUTH ST APT 202,80302-5637,BRUNO OSVALDO,MALDONADO,CAGRI.OZTURK@DOGTAS.COM
19442730,JORDAN MAURA,URQUIDY,2011-05-19,F,3039885438,2493 S FLANDERS CT,80013-7692,JUSTINA LUISA,URQUIDY,JUSTIN.KERR@GMIT.NET
19440252,SEDEN EKIN,TASCI,2012-10-18,F,3036634193,3331 W 92ND PL,80031-2701,KARTAL SERHAT,TASCI,SUPPORT@ALIGATOCOIN.EDU
19438873,AMMAR GA,RAZVI,2014-12-02,M,3036609421,125 RANCH RESERVE PKWY,80234-2691,::FIRST NAME:: MUAWIYAH,RAZAVI,HRAZ@GMAIL.COM
19443210,ESTEFANIA FATIMA,ACEVEDO,2010-04-13,F,3039346846,1785 DEPEW ST APT 4,80214-1671,STEFANIA STEFCIA,ACEVEDO,STEFANIABO7@LIBERO.NET
19442787,CRISTIAN OSVALDO,MEJIA,2012-02-15,M,3037705223,6476 W MONTICELLO AVE,80128-5884,JOSUE ALAN,GUTIERREZ,
19441044,NICOLE MERCY,HIATT,2013-12-27,F,3032788848,7440 DAKIN ST APT F308,80221-6943,DALE ALGER,HIATT,JAKUB.WYDRA@LEGIA.ORG
19442784,FELIPE TATO,ORTIZ,2010-12-09,M,3034609410,4563 S AUCKLAND CT,80015-5645,LEONARDO AZNAR,ORTIZ,MONICABERNARD@PROTONMAIL.COM
19443003,AMANDA AGUSTINA,MARTINEZ,2013-06-29,F,3036558454,11731 W 75TH DR,80005-5326,JOHANA JOZICA,MARTINEZ,JOZ.MARTINEZ@HANALTENA.COM
19439574,JUDD JENSEN,CHESS,2004-01-27,M,,9145 WOODLAND DR,80126,DR. DIANE L,CHESS,PARKING@MISSOURISTATE.EDU
19437553,CHRISTINE GEMMA,MAYBEE,2012-08-07,F,3036837443,5821 CEYLON ST,80516.0,BAILEY XXX,TRAVERS-MAYBEE,MELINDA_MAYBEE@HOTMAIL.COM
19442178,CASSANDRA NEVINA,SEHIC,2011-08-02,F,3036042122,12390 E 31ST AVE,80011-1802,CICA LOJZKA,SEHIC,SEHIC.LOJZK195@ICARETECH.COM
19437737,LAYLLANE-JUANA,MONDRGON NAVARRETE,2014-01-02,F,3038414631,514 NEWTON ST,80219-2630,LUIS MELQUIAD,MONDRGON NAVARRETE,LMN@THEPHOTOBOOTH.COM
19440711,WILLIAM WOLF,SHALLENBERGER,2013-02-18,M,3038285397,12293 W CROSS DR UNIT 305,80127-5223,RENE DIETER,SHALLENBERGER,
19438848,GISSELLE ELIANA,CRUZ,2013-06-20,F,3034694048,10970 NORTH-ASHURST LN,80130-6959,RAMON  DAVID,CRUZ,MOLOTOMIAHS@GMAIL.COM
19442208,ADRIANNA N,BUNAG CALDERON,2014-02-26,F,3038059831,4342 S TAFT ST,80465-1424,M EFLEDA,BUNAG CALDERON,ALCALA.HENARES@ONDACERO.EDU
19441995,NICHOLAS JIM,TITUS,2010-10-12,M,3039328498,16931 E GREENWOOD CIR,80013-2052,JAKSA JESENKO,TITUS,
19437910,MEGAN CHANEL,WILSON,2012-11-04,F,3033692153,1030 E 89      TH AVE,80108,BRODIE,WILLSON,BR.WILLSON@ARMNI.NET
19441560,HANNAH NESSA,EMBREE,2012-11-25,F,3039530473,11657 E CEDAR AVE,80012-1203,DEE ALINA,SANFORD,ESK@STANFORD.EDU
19443618,RICHELLE JAMILA,HARDY,2009-02-13,F,3036748772,7883 S OGDEN CT,80122-3026,ROBEL MEDHANIE,HARDY,HARDY.ROBEL155@ELYONCAP.COM
19441860,KENNETH WESLEY,WICKWARE,2013-10-25,M,3038400566,8262 UNION CT,80005-1900,CHARIS MIRABELLE,WICKWARE,C.EDWARDS@RISKMAKEUPSERVICE.COM
19438975,CONALL,GRAHAM,2014-08-14,M,3033472787,3430 EA. 7TH AVE. PKWY.,80206,RUSS J,Q GRAHAM,LILRUSSYDMG@GMAIL.COM
19440576,LOGAN STEFFEN,JENTZ,2012-09-23,M,3034315519,7372 S MOBILE ST,80016-1491,SWEN CARL,JENTZ,CA.JENTZ@LWE.NET
19440114,JAMISON WELDE,HUBBARD,2014-10-22,M,3033210992,24561 E IDAHO PL,80018-6123,ERMIAS ELIAS,HUBBARD,GARRETT@BROTHERHUBBARD.NET
19440579,AIMEE LEAH,DOERR,2012-04-28,F,3036806065,9331 HARRISON ST,80229-4262,ERHARD JENS,DOERR,RICHARDCLEBER@LIBERO.COM
19440171,SHAYLA MULU,SMITH-MADRID,2009-02-26,F,3036990551,1306 S WYANDOT ST,80223-3323,TERENTILO IZTOK,SMITH-MADRID,ASESORAMIENTO@MARESMADRID.COM
19441188,BEAU ELDON,BAKER,2014-04-17,M,3039551220,10214 ROYAL EAGLE ST,80129-5649,ANNABELLE RHODA,BAKER,RHOD.BAKER@DUBELEMENTS.COM
19440843,CONNOR SYLVESTER,MATTHES,2012-11-11,M,3034235126,4005 EAGLE TAIL LN,80104-7927,CARMEL ADA,MATTHES,MATTHES.ADA181@MATTHEWR.ORG
19442820,OCEANA MAITE,MARTINEZ,2009-07-23,F,7207474442,2394 W 23RD CIR,80401-2219,SILVESTRE RICARDO,MARTINEZ,SEYI@GUSTOENTERTAINMENT.COM
19441839,JONAH DUDLEY,PAIGE,2012-12-14,M,3039276333,24197 DEER VALLEY RD,80401-9383,NELL JESSICA,NICKERSON,ALLANCELLOTTI@VERIZON.NET
19440564,ZOE MARGOT,MARKGRAF,2014-06-29,F,3033732977,7907 BERKSHIRE LN,80108-8853,MATTHIAS WOLFGANG,BECHBERGER,BIOINFORMATICS@SCITECHJOURNAL.ORG
19441341,TYLER JASON,ROSCOE,2014-09-10,M,3033730726,6262 YALE DR,80130-3712,KATE MERCY,ROSCOE,C@CALEBWESCO.COM
19440519,ALLY YVONNE,ROTH,2010-06-28,F,3034439594,7051 S GARRISON ST,80128-8028,DIETMAR LUCAS,ROTH,ROTH.DIETM55@DIABETESMADRID.ORG
19439235,GINEVRA L,ERIKSEN DE PALMA,2012-08-08,F,3032551622,575 WEST-RVER 96TH PL,80020-5682,RENATA LAMMECHIEN,ERIKSEN PALMA,STARRING223@GMAIL.COM
19439300,JULIA AMELIA,AYALA,2018-02-21,F,7208519412,5112   NORTH-JASPER                  ST,80239-5682,BRENDAMARIA,AYALA,AYALA31@GMAIL.COM
19443762,ARIANA DAWN,HEAD CARDENA,2010-12-13,F,3039488292,1079 S FAIRPLAY WAY APT 206,80012-3861,ROSALIND TRINA,HEAD CARDENA,ALINA@ALINA.EDU
19442034,NICOLE LINDY,ALVEY,2010-11-06,F,3039208614,1930 DICHTER CT,80229-4646,KYLE MYRTLE,ALVEY,ABBEY@BOOKBARDENVER.COM
19442154,DUC VU,PHAM,2011-07-11,M,3039326372,7380 NEWTON ST APT 1,80030-4884,NHAM AI,PRIM,
19442238,PILAR NAINSI,OHARE,2009-12-06,F,3036717883,11086 RALEIGH CT,80031-2113,KEARN EIMHIN,OHARE,MARIADELMAR@INMOGP.COM
19440393,MICHELLE REGINA,SCHWEITZER,2014-03-11,F,3039337498,2739 XANADU ST,80011-2721,WALDEMAR TOM,SCHWEITZER,DALE_BAICH@FD.ORG
19439363,CESAR ROBRIGO,RODRIGUEZ-MARCIAS,2016-04-11,M,3033468284,5390 S SANTA FE DR,80120-1137,MONA-LADAN,SHI RAZI,RACHELEZINZOCCHI@GMAIL.COM
19441848,JORDAN AUDREY,SANDER,2012-03-27,F,3036226429,16311 W 14TH AVE,80401-2987,MYRTLE EMMY,SANDER,BFINLEY@AP.ORG
19440792,BRIANNA YASMIN,STOTT,2011-02-18,F,3038408888,2515 S LEYDEN ST,80222-7140,PEARCE PADDY,MAUPIN,HEB@SAPIENCECOACHING.COM
19443474,IVAN CRISTHIAN,BUSTOS,2014-07-13,M,,8431 BRIGHTON RD UNIT 15,80022-5321,XAVIER DAVID,BUSTOS,IMMIGRANTADVANCEMENT@BOSTON.COM
19440339,CHERISH MARITA,SPENGLER,2011-07-06,F,3039934845,7336 E SEVERN PL,80230-6153,DETLEV MAXIMILIAN,SPENGLER,BRYCE_FIDLER@KERNHIGH.ORG
19441347,KAITLYNN LIZZIE,AUSTIN,2013-11-15,F,3036630836,3481 S FENTON ST APT H307,80227-5537,SANDRA KEELEY,AUSTIN,ANDROID@SJ.NET
19443516,MARIA MELISSA,MACIAS,2013-04-22,F,3036608988,5522 TROY ST,80239-3640,ROSENDO BENITO,MACIAS,BEN.MACIAS@ACORTANDODISTANCIAS.NET
19438963,TAYLOR LISE LOTTE,WEIDNER,2013-05-07,F,3037669271,15264 E PROGRESS PL,80015-2281,MR.,MCLELLAN,BOB_N_ERIN_MW@OUTLOOK.COM
19441587,GRACE KYLE,WHITTEMORE,2011-09-24,F,3036940177,9262 LARK SPARROW DR,80126-7412,ALDRICH PIERS,WHITTEMORE,P.WHITTEMORE@ZURICHMARATOBARCELONA.EDU
19443453,ADAM RAMIRO,TORRES,2009-04-11,M,3036813930,32696 WOODSIDE DR,80439-9609,JUAN WALDEMAR,TORRES,DUESSELDORF@REP.COM
19442367,KATRINA PADRAIGIN,DOIG,2009-01-27,F,7203289653,4490 WAGNER DR,80031-3644,KIERA LAETITIA,DOIG,BECKIE@XRAYTOURING.COM
19438898,CALVIN AN,CHU,2013-12-23,M,3036918057,1050 S MONACO PKWY UNIT 8,80224-1635,SCOTT,CHU,BRUCECHI69@GMAIL.COM
19438208,MIRANDA JULIA,SIMOES,2009-06-22,F,3036821772,4903 BOW MAR DR,80123-3751,ESTEVAN,SIMOES,EST.SIMOES@CROSSFITGALWAY.COM
19443747,PATRICK JIN,CHANG,2011-01-03,M,3039933460,1828 ARAPAHOE AVE APT 2E,80302-6469,LIN ZHU,ALFONSO,FOMENTOALUMNI@FOMENTO.EDU
19441437,BREA CONNIE,CHANEY,2010-12-03,F,7203289285,6918 W ROXBURY AVE,80128-4724,ROSEMARY LOTTIE,CRABB,COSEMAR@MIPUNTO.COM
19439013,DEREK-JOHN ST,EWART LILLY,2011-10-20,M,3036901612,1011 9TH ST,80302-7227,JAMIE JANETTE,LILLY NEISON,JLILLY1GLASS@GMAIL.COM
19438800,STACEY SABRINA,KING,2012-02-10,F,3036619133,7221 RUTH WAY,80221-3147,M,KING,ZAZZY@AOL.COM
19439515,TOM K,INMAN,2013-12-11,M,7206853395,2525  W122MD AUE,80234,VALERIE LIZ (ELIZABETH),INMAN,VALERIE.INMAN@GMAIL.COM
19440348,MATTHEW LEON,HECHT,2012-07-19,M,3035540432,4679 VINE ST,80216-2822,ANAMARIJA LIN,HECHT,HELENAMARIEJ@YAHOO.ORG
19437799,E E,B,2014-12-01,M,3034647030,18767 E WHITAKER CIR,80015-3258,####,FIELDS,RICKEYFIELDS@GMAIL.COM
19440261,KARA GULAUG,OLSON,2014-11-12,F,7202593378,12395 ALBROOK DR APT 3212,80239-4582,JESSIE BIONDA,OLSON,BION.OLSON@RIOTOUS.ORG
19441269,ALEYSHKA NITA,BAKER,2012-12-11,F,7207337537,824 SCRANTON ST,80011-6631,ROXANNE NERISSA,SANDERSON,SAMSANDERS@NPR.ORG
19440486,TRISTEN SEBASTIAN,BRUNKHARDT,2013-04-17,M,7205831453,1924 9TH AVE,80501-4106,BRIGITTA JOHANNA,BRUNKHARDT,BRIDGET@PERIO.ORG
19442169,KHOA YEN,NGUYEN,2010-10-30,M,3035689484,9246 MORNING STAR PL,80134-5611,NGA MOT,NGUYEN,
19441929,STEPHANIE MERLE,WOLFE,2012-05-18,F,3038404264,9373 E ASPEN HILL PL,80124-5434,CYRIL LANCELOT,WOLFE,KSMOBRIEN@AOL.COM
19440900,EMANUEL TONY,WOLFE,2011-05-22,M,3032214284,6561 KILIMANJARO DR,80439-5318,KENDRA MABEL,MOORE,KENDRA@GOSS.COM
19439601,LINDY MARIE,BRAUSE,2017-05-27,F,3032861199,4479 CEDAR PL.,80109-7917,JESSICA L,MIELKE STONE,DBREE@EIRCOM.NET
19439268,RAVEN ALLYSON,STAFFORD,2008-09-02,F,3034449238,25666 NOAH AVE,80433-9036,CARLTON DUGGIE,WHITE,CDWASPRENDAS@GMAIL.COM
19437920,AUSTIN MIKOLAJ,HAYES,2011-03-17,M,3037989295,1420 RENAISSANCE DR  D-305,80503-6976,LORRAINE,HAYES,ARTISTAELENAFRANCESCANICOLA1959@GMAIL.COM
19442325,NICHOLAS JUSTIN,RYAN,2013-12-05,M,3039977156,10350 W 107TH CT,80021-3617,VEVINA AIDEEN,BRYANT,ADMISSION@BRYANT.EDU
19443804,SARAH ELLA,WILLIAMS,2013-05-01,F,,1252 S BOSTON CT,80247-2354,BENNETT VIRGIL,HUMPHRIES,BEN@ECHOEMPIRE.NET
19440297,DENNIS Y,LOBODA,2013-01-05,M,3036662155,6331 LANCASTER AVE,80104-3280,MOR CSENGER,LOBODA,
19443471,DAVID JUAN FRANCISCO,CASTRO,2009-07-14,M,,5600 BLUE SAGE DR,80123-2714,MARIANO MIGUEL,CASTRO,SECRETARIA@AEGASTRO.ORG
19442187,RACHEL V,SATO,2012-09-13,F,3034231780,12957 KRAMERIA ST,80602-7896,PHUNG YEN,SATO,
19437540,DEVON CILLIAN,GABLE,2010-07-01,M,3038719522,34794 34TH PL,80134-4568,KIM CHANEL,GABLE,GABLE_FAMILY@GMAIL.COM
19439804,JASON MILES,MILLS,2012-05-23,M,3036708830,14630 W 62ND,80004,LINDI PATRICI,GARRETT,LINDITRAVELS@GMAIL.COM
19442568,RYAN ALPHONS,ORDUNEZ,2011-06-24,M,3034719364,2442 S NEWBERRY CT,80224-2516,JUAN BRUNO,ORDUNEZ,BRUN.ORDUNEZ@CONDORTUNES.COM
19440516,CASEY PAUL,KARL,2012-10-03,M,3033472787,1309 MILWAUKEE ST,80206-2505,MUHIBA EDITA,NORKUS,LAHIHOITAJAHAKU@HEL.EDU
19440561,MEGAN DORTHE,OTT,2014-08-26,F,7205191944,11285 W KENTUCKY DR,80226-3731,LANTOS BAJNOK,OTT,BRYAN@ELEVATORMAG.COM
19439138,LANH MINH,HUYNH,2013-11-20,M,3039721392,11309 W BELMONT AVE,80127-1694,GIAP VIEN,HU,JEREMY.ROQUE@INSTITUTPAULBOCUSE.COM
19440921,GAVIN JOSH,LIKENS,2010-10-23,M,3036594737,4815 QUIVAS ST,80221-1554,AVA JOSEPHINE,LIKENS,RB@WINSTRIKE.NET
19440855,JAKE IRVING,DACK,2010-07-07,M,3033071483,8388 NEEDLEGRASS CT,80134-9230,AMBER RITA,DACK,ANB5@BOMBEROS.NET
19442502,EVELYN EMILY,VARGAS,2009-10-26,F,3039859949,908 18TH ST,80302-7004,TARA RACHEL,VARGAS,CAMILO@BARATARIA.ORG
19443288,ELEASE ANTONELLA,MENDOZA,2013-12-12,F,7207483759,2140 SHILOH DR,80104-2366,ROSA HELENA,MENDOZA,BENVINGUT@POBLESANTANDREU.NET
19437956,DANIEL JOHN,HILGENDORF,2009-06-08,M,3039041061,12073 NW EUDORA CT.,80241-3229,HWA-EUN,HILGENDORF,IMSCAREDOFTHEPHONE@GMAIL.COM
19442265,DEJA LEVANE,CANTY,2010-06-11,F,3036226733,1222 LANYON LN,80503-3641,SCANLAN MORIARTY,CANTY,CELIA@TANDEM.ORG
19442286,CORMAC LYNCH,SHERIDAN,2010-03-09,M,3033335308,3200 BRIGHTON BLVD UNIT 454,80216-5066,CORRIANNE KEANNA,SHERIDAN,MYSHERIDANCRR@SHERIDANCOLLEGE.EDU
19441020,TIA MONA,BASHOR,2013-08-12,F,3039327563,684 ROSE DR,80601-3367,BRADLEY JASPER,BASHOR,ABRADLEY@TKC.EDU
19442997,FELIPE JULIO CESAR,RODRIGUEZ,2009-07-05,M,3039722101,18629 E COLORADO DR,80017-5403,BENJAMIN NEMESIO,RODRIGUEZ,
19440276,LYLEA RAGINI,ERICKSEN,2009-12-31,F,3038054762,2525 E 104TH AVE UNIT 1528,80233-3764,PETER KRISTINN,ERICKSEN,PETER@WEAREE.EDU
19439921,ABRAHAM WALDINO,PIZANO,2012-09-28,M,3039042267,13145 MONROE CT,80229-2112,JEFFREYVIKTOR MATOUS,[''],ARNOLDOJOEWWE@GMAIL.COM
19443798,ALYCIA KAYLEY,THOMAS,2014-11-30,F,,3157 W EDGEMORE DR,80110-5238,MONTY COLE,THOMAS,THOMAS.MONTY374@GEWOONTHOMAS.ORG
19443225,CASS ABRAHAM,CISNEROS,2013-11-11,M,3034691886,1730 DEL MAR PKWY,80010-2112,SIMON ALBERTO,LOPEZ,
19441758,MATTHEW KELLY,STEPHENS,2011-05-14,M,7205290701,14941 E 50TH DR,80239-4282,ZACH RUSTY,STEPHENS,STEPHENS.ZACH26@STEPHENS.EDU
19441962,JAMES PATRICK,LEDYARD,2014-07-26,M,3039140096,14630 W 62ND AVE,80004-3628,BISRAT LETE,LEDYARD,EATME@TATTOOEDBAKERS.COM
19441608,ZAK HAROLD,CREASE,2009-02-02,M,3039635099,11650 RIDGEVIEW LN,80138-6275,CALVIN GOODWIN,CREASE,BUEREN@PAULVANBUEREN.COM
19441752,RYAN ALEX,SANDERS,2009-10-14,M,3032021333,3641 N STEELE ST,80205-3653,MORTIMER LYNDON,SANDERS,SUPPORT@COINTRADERS.ORG
19439150,DANNY ALLAN,DAHL,2015-08-15,M,3036422424,2685 S HOOKER ST,80219-5824,DANIEL,RASCO ESQUIRE,LAWYERDANIEL@GMAIL.COM
19441110,COLLIN REGINALD,HASKINS,2014-08-27,M,3034641912,4390 E 112TH PL,80233-2701,SISSY YASMIN,HASKINS,SUBMISSION@TARAKI.COM
19443423,JESICA JAZMIN,LARA,2013-02-24,F,3039556630,10512 PAXTON CT,80134-9145,GARBINE SOPHIA,LARA,
19438496,KRISTEN EDITH,SCHWERIN,2014-01-30,F,7205351046,2900 AURORA AVE APT 248,80137-8813,DAVID JOACHIM,SCHOEN,DAVID.SCHOEN322@GMAIL.COM
19443600,COLE JUNGO,CHIGA,2010-04-22,M,3032159000,5891 S ROCK CREEK DR,80109-8686,JUNE FUSAE,MIYAHARA,HERRA.AMALIYAH@KOMPAS.NET
19442706,RONNI REGINA,PADILLA,2013-05-16,F,,314 SOUTHRIDGE PL,80501-6943,NAZARET JULIA,PADILLA,BRISANDS@PROTONMAIL.EDU
19440906,TYLER LUDO,CLAXTON,2014-01-30,M,3036224429,12973 E 47TH AVE,80239-4403,MONICA BERTHA,CLAXTON,MONICAAVILA@ITESM.NET
19438791,KEVIN PATRICK,MC-HENRY,2011-09-16,M,3035830604,24782 E HOOVER PL,80016-7301,TINA MARGOT,SANDERS-STEWARRT,MARGOT.SANDERS@MIXITUP.COM
